track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,553,147,141381703,43,263,45,10,826,125,B,Major,0.8554851880979846,1.600383251690005,1.1562689731678835,0.18324861475500023,-0.1886134947097773,-0.7450491438856457,-0.642445386958052
LALA,Myke Towers,1,2023,3,23,1474,48,133716286,48,126,58,14,382,92,C#,Major,0.24382129904539446,0.41514788145531745,0.5962229302075067,-0.7631195320150091,-0.1886134947097773,-0.5978134593814245,-0.642445386958052
vampire,Olivia Rodrigo,1,2023,6,30,1397,113,140003974,94,207,91,14,949,138,F,Major,-1.1154317877381392,-0.8124173234306089,-0.7105511700333721,-0.3687994708608386,-0.1886134947097773,0.948161227912897,-0.44772831749222675
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817,116,207,125,12,548,170,A,Major,-0.8435811703814324,0.28815837750160095,0.4717682539940897,-0.6053915075533409,-0.1886134947097773,-0.524195617129314,0.4284984951039867
WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322,84,133,87,15,425,144,A,Minor,-0.16395462698966562,-1.1933858352917583,0.9695869588477579,-0.4870954892070897,6.976580051512213,-0.524195617129314,-0.44772831749222675
Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234,67,213,88,17,946,141,C#,Major,1.6710370401681047,0.6267970547115117,-0.39941447949982944,-0.2899354586300045,-0.1886134947097773,-0.7450491438856457,1.3047253077002001
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112,34,222,43,13,418,148,F,Minor,-0.02802931831131227,1.3464042437825718,0.7206776064209238,0.8535927187170902,-0.1886134947097773,-0.7450491438856457,-0.7398039216909645
Columbia,Quevedo,1,2023,7,7,714,43,58149378,25,89,30,13,194,100,F,Major,-0.02802931831131227,-1.0663963313380418,0.40954091588738123,0.41984065144750254,-0.1886134947097773,-0.524195617129314,-0.642445386958052
fukumean,Gunna,1,2023,5,15,1096,83,95217315,60,210,48,11,953,130,C#,Minor,1.195298459793868,-1.2357156699429972,-0.1505051270729954,-0.5659595014379238,-0.1886134947097773,0.7273077011565654,-0.15565271329348893
La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067,49,110,66,13,339,170,D,Minor,0.9234478424371613,0.20349870819912327,-1.0216878605669146,-0.21107144639917033,-0.1886134947097773,-0.7450491438856457,2.1809521202964133
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,251,83,F#,Minor,-0.707655861703079,0.20349870819912327,0.4717682539940897,-0.13220743416833622,-0.1886134947097773,0.6536898589044549,-0.5450868522251393
Super Shy,NewJeans,1,2023,7,7,422,55,58255150,37,202,21,5,168,150,F,Minor,0.7195598794196312,0.03417936959416791,1.0940416350611748,-0.3293674647454215,-0.1886134947097773,-0.22972424812087178,-0.35036978275931413
Daylight,David Kushner,1,2023,4,14,3528,98,387570742,80,156,182,24,"1,281",130,D,Minor,-0.23191728132884232,-0.34678914226698165,0.5339955921007983,-0.8419835442458432,1.744851430461236,-0.15610640586876123,-0.642445386958052
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,187,89,G#,Major,1.2632611141330448,0.6691268893627504,0.09840422535383865,-0.4870954892070897,-0.1886134947097773,-0.4505777748772034,0.5258570298368993
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686,91,212,78,6,0,120,B,Minor,-0.299879935668019,-0.6430979848256535,0.5339955921007983,-1.0391435748229285,-0.1886134947097773,1.3162504391734497,-0.642445386958052
Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234,43,100,54,14,187,100,B,Major,0.10789599036704109,1.304074409131333,0.7206776064209238,-0.8025515381304262,-0.1886134947097773,-0.8922848283898668,-0.7398039216909645
Like Crazy,Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,29,120,G,Major,1.195298459793868,1.2617445744800941,0.16063156346054716,-0.013911415822085053,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842,11,163,10,4,0,140,F,Minor,1.195298459793868,1.3464042437825718,0.22285890156725569,-0.7631195320150091,-0.1886134947097773,1.3162504391734497,0.9152911687685498
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248,73,119,42,1,150,123,F#,Major,0.7875225337588079,1.896692094248677,1.342950987488009,-0.684255519784175,-0.1886134947097773,-0.671431301633535,-0.15565271329348893
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221,17,152,32,11,139,133,F,Minor,0.9234478424371613,0.9654357319214224,0.40954091588738123,-0.4870954892070897,-0.1886134947097773,2.788607284215661,-0.642445386958052
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561,74,182,87,14,"1,093",99,C#,Major,-1.0474691333989625,0.03417936959416791,0.22285890156725569,0.7747287064862561,-0.1886134947097773,-0.22972424812087178,-0.642445386958052
SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654,16,149,10,5,168,130,G,Minor,-0.02802931831131227,1.1347550705263778,1.2807236493813003,-0.9602795625920945,-0.1886134947097773,1.0953969124171181,-0.5450868522251393
Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,899183384,202,119,318,38,96,107,B,Major,0.4477092620629245,-0.6854278194768924,1.218496311274592,-1.0391435748229285,-0.1886134947097773,-0.524195617129314,-0.44772831749222675
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289,35,109,41,14,211,122,F#,Minor,-0.7756185160422557,0.49980755075779515,1.4051783255947174,0.49870466367833666,-0.1886134947097773,-0.524195617129314,-0.5450868522251393
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812,52,107,15,1,325,204,F#,Major,0.24382129904539446,-1.4473648431991915,-0.21273246517970393,0.3804086453320855,-0.1886134947097773,-0.7450491438856457,-0.5450868522251393
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954,0,0,143,38,0,110,B,Minor,-0.23191728132884232,-0.008150465057070927,-0.0882777889662869,-0.5659595014379238,-0.1886134947097773,0.06474712088757043,-0.5450868522251393
Rush,Troye Sivan,1,2023,7,13,864,78,22581161,71,135,50,1,294,126,F,Minor,0.31178395338457116,0.41514788145531745,-0.0882777889662869,1.6028008349100142,-0.1886134947097773,-0.671431301633535,1.6941594466318504
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266,20,185,13,8,197,168,F#,Major,-0.43580524434637236,-0.516108480871937,0.5339955921007983,0.41984065144750254,-0.1886134947097773,-0.524195617129314,-0.7398039216909645
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,27,98,C#,Minor,0.5156719164021012,0.2458285428503621,0.22285890156725569,-0.684255519784175,-0.1886134947097773,-0.37695993262509286,-0.44772831749222675
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277,242,142,165,9,310,97,E,Major,-0.503767898685549,-0.13513996901078745,0.9073596207410494,-1.0391435748229285,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,354,180,E,Minor,0.7875225337588079,1.896692094248677,1.2807236493813003,0.025520590293332004,-0.1886134947097773,-0.524195617129314,-0.44772831749222675
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502,19,108,24,9,212,150,F#,Major,0.5836345707412779,1.6850429209924827,-0.8972331843534976,1.0901847554095925,-0.1886134947097773,-0.8186669861377562,-0.5450868522251393
Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075,154,123,410,2,81,96,F,Major,-0.7756185160422557,-0.5584383155231758,2.0274517066618025,-0.8814155503612603,-0.1886134947097773,1.2426325969213392,-0.642445386958052
Style,Taylor Swift,1,2014,1,1,7830,42,786181836,94,111,151,4,82,95,D,Major,-0.7756185160422557,0.28815837750160095,-0.5238691557132465,0.41984065144750254,-0.1886134947097773,-0.524195617129314,-0.05829417856057632
TQM,Fuerza Regida,1,2023,5,19,584,28,176553476,16,159,15,6,100,125,F,Minor,-0.02802931831131227,-0.0928101343595486,-0.026050450859578377,-0.644823513668758,-0.1886134947097773,-0.5978134593814245,-0.7398039216909645
El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408,10,107,6,3,62,144,A,Minor,0.03993333602786441,-0.0928101343595486,-0.33718714139312095,-0.4082314769762556,-0.1886134947097773,-0.37695993262509286,1.6941594466318504
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550,372,117,843,4,69,90,D,Major,-0.9795064790597858,-0.050480299708309764,-0.7105511700333721,-0.13220743416833622,-0.1886134947097773,1.9051931771903343,-0.35036978275931413
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,727,128,G,Minor,0.31178395338457116,-1.4473648431991915,-0.026050450859578377,-0.7631195320150091,-0.1886134947097773,-0.5978134593814245,-0.5450868522251393
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,311,79,F#,Major,-0.503767898685549,-1.1933858352917583,1.6540876780215514,-1.0391435748229285,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054,65,48,138,1,102,122,F,Major,-0.02802931831131227,1.896692094248677,1.4674056637014259,-0.5659595014379238,1.9723178922460611,-0.7450491438856457,-0.642445386958052
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,140,186,G,Major,1.2632611141330448,0.3304882121528398,1.965224368555094,0.9324567309479244,-0.07488026381736478,-0.671431301633535,-0.5450868522251393
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108,87,86,74,1,16,67,C#,Minor,0.1758586447062178,1.4733937477362884,1.0318142969544664,-0.05334342193750211,-0.1886134947097773,0.5064541744002338,-0.5450868522251393
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850,44,64,57,10,110,106,A#,Minor,1.399186422811398,0.8807760626189447,-0.33718714139312095,1.405640804332929,-0.1886134947097773,-0.671431301633535,-0.7398039216909645
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666,145,111,213,11,810,128,G,Major,0.6515972250804546,0.07650920424540675,-0.026050450859578377,1.8788248777179335,-0.1886134947097773,-0.08248856361665068,0.3311399603710741
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011,14,71,23,10,176,107,F#,Minor,1.5351117314897513,-0.47377864622069815,-0.33718714139312095,-1.0391435748229285,-0.1886134947097773,-0.5978134593814245,1.791517981364763
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440,0,0,109,17,0,130,G,Minor,-1.6591330224515526,-0.9817366620355642,0.09840422535383865,-1.0391435748229285,-0.1886134947097773,0.3592184898960126,-0.7398039216909645
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,G,Minor,-0.7756185160422557,-0.13513996901078745,0.5339955921007983,-1.0391435748229285,-0.1886134947097773,1.2426325969213392,-0.642445386958052
La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358,139,111,161,15,210,125,G,Minor,-1.1154317877381392,-1.2357156699429972,-0.7105511700333721,-0.9997115687075114,-0.1886134947097773,-0.22972424812087178,-0.7398039216909645
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664,27,17,73,4,167,130,B,Major,-0.36784259000719566,0.16116887354788442,0.8451322826343408,-0.9997115687075114,0.1525861979674603,0.3592184898960126,-0.642445386958052
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624,154,84,102,14,37,133,F,Major,-1.2513570964164926,-0.38911897691822045,-0.1505051270729954,-0.684255519784175,-0.1886134947097773,-0.524195617129314,-0.7398039216909645
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,D,Major,-0.6396932073639023,-1.0240664966868032,-1.0216878605669146,0.9324567309479244,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728,82,121,182,12,171,95,F,Minor,0.24382129904539446,-1.1510560006405195,-1.083915198673623,-0.9997115687075114,-0.1886134947097773,0.6536898589044549,-0.15565271329348893
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,16,98,C#,Minor,0.7195598794196312,0.28815837750160095,0.5339955921007983,-0.8419835442458432,-0.1886134947097773,-0.5978134593814245,-0.35036978275931413
Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421,196,2,"4,053",5,0,173,B,Major,0.03993333602786441,-0.47377864622069815,0.9073596207410494,0.2621126269858343,-0.1886134947097773,0.8745433856607865,-0.44772831749222675
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,G#,Major,-1.319319750755669,-0.050480299708309764,0.5339955921007983,0.6564326881400049,-0.1886134947097773,-0.22972424812087178,-0.642445386958052
People,Libianca,1,2022,12,2,3506,56,373199958,105,64,169,8,529,198,A#,Minor,-2.2707969115041426,-0.8124173234306089,-0.461641817606538,2.0365529021796016,-0.1886134947097773,0.13836496313968097,-0.7398039216909645
Overdrive,Post Malone,1,2023,7,14,410,36,14780425,36,32,31,1,26,140,C#,Major,-0.299879935668019,-0.6430979848256535,-1.892870594060834,1.9576888899487677,-0.1886134947097773,1.2426325969213392,-0.15565271329348893
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178,32,93,8,2,5,82,G#,Major,-1.183394442077316,-1.320375339245475,-0.026050450859578377,-0.9997115687075114,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102,42,80,58,3,169,130,C#,Minor,-0.5717305530247258,-0.13513996901078745,0.7206776064209238,-0.8814155503612603,-0.1886134947097773,-0.5978134593814245,-0.5450868522251393
golden hour,JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,230,94,C#,Minor,1.603074385828928,-0.34678914226698165,0.40954091588738123,-0.684255519784175,-0.1886134947097773,-0.671431301633535,-0.2530112480264015
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,94,65,164,14,176,128,D,Major,-0.299879935668019,1.3887340784338107,1.0940416350611748,1.7210968532562654,0.721252352429523,-0.671431301633535,-0.35036978275931413
Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,0,138,F,Minor,0.24382129904539446,0.6691268893627504,-0.27495980328641245,-0.2899354586300045,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,E,Major,0.4477092620629245,1.0500954012239,0.7206776064209238,-0.8025515381304262,-0.1886134947097773,-0.5978134593814245,-0.15565271329348893
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890,216,108,331,26,154,131,D,Major,0.03993333602786441,-1.574354347152908,0.7206776064209238,-0.8814155503612603,-0.1886134947097773,-0.5978134593814245,-0.642445386958052
Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368,47,74,80,14,194,168,F#,Minor,-0.36784259000719566,-1.3627051738967138,-0.7105511700333721,-0.6053915075533409,-0.1886134947097773,-0.8922848283898668,-0.642445386958052
CORAZï¿½ï¿½N VA,Maria Becerra,1,2023,6,22,370,20,43857627,12,16,18,4,93,98,C#,Major,-0.9795064790597858,-0.7277576541281312,-1.083915198673623,-0.684255519784175,-0.1886134947097773,4.7762890250226455,-0.642445386958052
Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,0,102,C#,Major,1.0593731511155147,0.7537865586652281,-1.2705972129937486,-0.4476634830916727,-0.1886134947097773,-0.5978134593814245,2.1809521202964133
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,115,101,A#,Major,-1.2513570964164926,-1.4473648431991915,-1.8306432559541252,1.7605288593716824,0.8349855833219356,-0.524195617129314,-0.7398039216909645
Novidade na ï¿½ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092,9,6,25,2,72,130,F,Major,-0.7756185160422557,-0.516108480871937,-0.586096493819955,-0.4870954892070897,-0.1886134947097773,-0.524195617129314,0.2337814256381615
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,39228929,16,72,5,0,8,142,D,Major,-0.7756185160422557,-1.1510560006405195,0.09840422535383865,-0.7631195320150091,-0.1886134947097773,-0.4505777748772034,-0.7398039216909645
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,0,170,C#,Major,-0.36784259000719566,0.2458285428503621,-0.33718714139312095,-0.9208475564766774,-0.1886134947097773,1.4634861236776708,-0.7398039216909645
El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238,80,75,110,11,323,124,G#,Minor,-1.6591330224515526,-0.050480299708309764,-0.586096493819955,0.9324567309479244,-0.1886134947097773,-0.22972424812087178,-0.05829417856057632
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,C#,Minor,-1.183394442077316,-0.6007681501744147,1.591860339914843,-1.0391435748229285,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
Makeba,Jain,1,2015,6,22,6060,53,165484133,150,148,"2,703",22,"1,451",116,D,Major,-0.36784259000719566,-1.1510560006405195,0.16063156346054716,-0.21107144639917033,-0.1886134947097773,-0.37695993262509286,1.6941594466318504
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641,50,58054811,1,52,8,0,"1,170",129,A,Major,0.9234478424371613,0.07650920424540675,0.4717682539940897,0.9718887370633413,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,35,0,429,98,G#,Major,-0.9115438247206091,-0.050480299708309764,-1.5195065654205828,1.3662087982175117,-0.1886134947097773,-0.5978134593814245,-0.44772831749222675
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998,29,76,24,0,162,172,C#,Minor,0.8554851880979846,1.7273727556437215,0.9695869588477579,-0.8814155503612603,-0.1886134947097773,-0.5978134593814245,-0.7398039216909645
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,82,150,D,Major,-0.43580524434637236,-0.26212947296450395,0.2850862396739642,-0.9602795625920945,-0.1886134947097773,-0.671431301633535,-0.7398039216909645
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875,23,685032533,19,45,0,0,10,136,A,Minor,0.6515972250804546,0.5844672200602729,0.4717682539940897,-0.9602795625920945,-0.1886134947097773,-0.8186669861377562,-0.5450868522251393
Still With You,Jung Kook,1,2020,6,5,31,39,38411956,2,107,8,0,0,88,C#,Minor,-0.43580524434637236,-0.17746980366202628,0.22285890156725569,-1.0391435748229285,-0.1886134947097773,-0.37695993262509286,-0.7398039216909645
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,69,145,69,2,478,143,D#,Major,0.4477092620629245,-0.6007681501744147,-0.7105511700333721,-0.7631195320150091,-0.1886134947097773,0.21198280539179154,-0.05829417856057632
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540,49,105,63,1,0,100,F#,Minor,-1.1154317877381392,-1.4050350085479526,-1.2705972129937486,1.9576888899487677,-0.1886134947097773,-0.524195617129314,-0.7398039216909645
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,F,Major,0.6515972250804546,1.1770849051776167,-0.1505051270729954,0.2621126269858343,-0.07488026381736478,-0.22972424812087178,-0.7398039216909645
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,"1,632",3,200,112,C#,Minor,-0.16395462698966562,-0.0928101343595486,0.8451322826343408,-1.0391435748229285,-0.1886134947097773,-0.08248856361665068,-0.642445386958052
Take Two,BTS,1,2023,6,9,674,47,118482347,20,106,25,4,78,93,G,Major,-0.23191728132884232,0.11883903889664559,1.0318142969544664,0.3804086453320855,-0.1886134947097773,-0.524195617129314,-0.44772831749222675
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,163,0,5,206,G,Major,0.1758586447062178,-0.17746980366202628,-0.7727785081400805,0.14381660863958318,-0.1886134947097773,-0.8922848283898668,2.1809521202964133
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,266,88,G,Minor,-0.8435811703814324,-0.8970769927330865,0.8451322826343408,-0.09277542805291916,-0.1886134947097773,-0.4505777748772034,-0.2530112480264015
Chemical,Post Malone,1,2023,4,14,2528,39,172825906,56,91,59,3,486,170,D,Major,1.1273358054546914,1.896692094248677,0.40954091588738123,-0.3293674647454215,-0.1886134947097773,1.1690147546692287,0.6232155645698119
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,49,98,"2,394",5,204,84,E,Minor,0.991410496776338,1.600383251690005,1.2807236493813003,-0.8814155503612603,-0.1886134947097773,0.3592184898960126,-0.44772831749222675
New Jeans,NewJeans,1,2023,7,7,77,35,29562220,8,166,4,4,34,134,E,Minor,-1.1154317877381392,-0.38911897691822045,-0.21273246517970393,1.0507527492941755,-0.1886134947097773,-0.671431301633535,-0.7398039216909645
Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611,6,40,6,6,202,158,A#,Major,0.5156719164021012,1.1770849051776167,-0.0882777889662869,0.2621126269858343,-0.1886134947097773,-0.22972424812087178,-0.642445386958052
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,"1,034",37,312,116,C#,Major,-0.23191728132884232,-0.8547471580818476,1.4051783255947174,-0.8814155503612603,0.26631942885987286,-0.7450491438856457,-0.642445386958052
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,59,1,32,117,C#,Major,0.4477092620629245,0.7114567240139893,0.22285890156725569,-0.9208475564766774,-0.1886134947097773,0.5800720166523443,-0.642445386958052
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,153,114,F,Minor,-1.2513570964164926,1.1347550705263778,-0.026050450859578377,-0.2899354586300045,-0.1886134947097773,-0.524195617129314,-0.642445386958052
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,519,108,D,Minor,1.3312237684722212,0.2458285428503621,-0.586096493819955,-0.644823513668758,-0.1886134947097773,0.8009255434086759,-0.35036978275931413
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,458,144,E,Minor,-0.299879935668019,1.558053417038766,1.7785423542349685,-0.9208475564766774,-0.1886134947097773,-0.5978134593814245,-0.2530112480264015
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294,7,6,0,0,48,130,F,Major,-2.202834257164966,-1.6590140164553857,-2.141779946487668,2.6280329939108578,-0.1886134947097773,-0.5978134593814245,-0.7398039216909645
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561,2,106,4,2,184,116,B,Major,0.7195598794196312,0.3304882121528398,0.036176887247130134,-0.644823513668758,-0.1886134947097773,0.5800720166523443,-0.5450868522251393
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123,21,52,6,1,0,121,G,Major,0.991410496776338,0.7537865586652281,1.1562689731678835,-0.9208475564766774,-0.1886134947097773,0.6536898589044549,-0.5450868522251393
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,G,Major,0.8554851880979846,0.9654357319214224,0.7829049445276323,0.3804086453320855,-0.1886134947097773,-0.524195617129314,-0.642445386958052
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,A#,Minor,-1.7270956767907293,-1.320375339245475,1.342950987488009,-0.21107144639917033,-0.1886134947097773,-0.671431301633535,-0.15565271329348893
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,145,18,925,150,D#,Minor,0.7195598794196312,-0.050480299708309764,-0.0882777889662869,0.025520590293332004,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,F,Minor,0.5156719164021012,-0.13513996901078745,-0.7105511700333721,-0.3293674647454215,-0.1886134947097773,-0.008870721364540124,2.278310655029326
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753,40,58,47,8,203,127,B,Minor,0.5836345707412779,1.896692094248677,0.4717682539940897,0.2226806208704173,-0.1886134947097773,-0.671431301633535,-0.642445386958052
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,F,Major,-0.503767898685549,-1.4473648431991915,-1.2083698748870402,-0.4082314769762556,-0.1886134947097773,-0.524195617129314,-0.8371624564238771
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,19,117,8,1,74,128,A,Minor,-0.7756185160422557,-1.320375339245475,-0.586096493819955,0.735296700370839,-0.07488026381736478,1.0217790701650076,-0.7398039216909645
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,A,Major,0.6515972250804546,0.9654357319214224,0.8451322826343408,-0.8814155503612603,-0.1886134947097773,0.3592184898960126,0.03906435617233629
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,G#,Major,1.1273358054546914,0.5844672200602729,-0.8972331843534976,1.6028008349100142,-0.1886134947097773,-0.37695993262509286,-0.44772831749222675
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,A#,Major,1.7389996945072814,0.7114567240139893,0.036176887247130134,0.6170006820245878,-0.1886134947097773,-0.4505777748772034,1.4020838424331128
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821,45,69,52,4,3,95,F,Major,-0.5717305530247258,0.03417936959416791,-1.0216878605669146,0.45927265756291963,0.3800526597522854,-0.5978134593814245,0.03906435617233629
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,0,146,D,Major,-0.16395462698966562,-1.0240664966868032,0.2850862396739642,-0.7236875258995921,-0.1886134947097773,2.567753757459329,-0.642445386958052
